unique_ID,smiles,InChI,pka_type,pka_value,T,remarks,method,assessment,ref,ref_remarks,entry_remarks,original_IUPAC_names,name_contributors,num_name_contributors,original_IUPAC_nicknames,source,pressure,acidity_label,original_T,cosolvent,data_source,chembl_id,units,mol_hash
perrin77,CCN(CCC#N)CCC#N,"InChI=1S/C8H13N3/c1-2-11(7-3-5-9)8-4-6-10/h2-4,7-8H2,1H3",pKaH1,4.55,25,C=0.01,E3bg,Approximate,S75,,,"ethane, bis(2-cyanoethyl)amino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,80187fd2
perrin78,CCN(CC#N)CC#N,"InChI=1S/C6H9N3/c1-2-9(5-3-7)6-4-8/h2,5-6H2,1H3",pKaH1,-0.6,25,,O6,Uncertain,S75,,,"ethane, bis(cyanomethyl)amino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,e091d6ae
perrin79,CCN(CC)CCN(CC)CC,"InChI=1S/C10H24N2/c1-5-11(6-2)9-10-12(7-3)8-4/h5-10H2,1-4H3",pKaH1,9.55,25,C=0.005,E3bg,Approximate,G8,,,"ethane, 1,2-bisdiethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,2e4835cc
perrin80,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,"InChI=1S/C14H32N2O4/c1-11(17)7-15(8-12(2)18)5-6-16(9-13(3)19)10-14(4)20/h11-14,17-20H,5-10H2,1-4H3",pKaH1,8.84,25,"C=0.01, I=0.5, “mixed” constants",E3bg,Approximate,H14,,,"ethane, 1,2-bis(di-2-hydroxypropylamino)-","['chemaxon_name1', 'manual_only_one']",2.0,,perrin,,AH,,,IUPAC_large,,,ca571d1d
perrin81,CC(=O)OCCN,"InChI=1S/C4H9NO2/c1-4(6)7-3-2-5/h2-3,5H2,1H3",pKaH1,8.6,25,"I=0.1, ""mixed"" constant",E3ag,Uncertain,P43,,,"ethane, 1-acetoxy-2-amino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,room_temp.,,IUPAC_large,,,9343b4de
perrin82,CN(C)CCN(C)C,"InChI=1S/C6H16N2/c1-7(2)5-6-8(3)4/h5-6H2,1-4H3",pKaH1,9.1,22,C=0.03,E3bg,Uncertain,R33,,,"ethane, 1,2-bisdimethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,bce0632f
perrin83,CN(C)CCN(C)CCN(C)CCN(C)C,"InChI=1S/C12H30N4/c1-13(2)7-9-15(5)11-12-16(6)10-8-14(3)4/h7-12H2,1-6H3",pKaH1,9.2,22,C=0.03,E3bg,Uncertain,R33,,,"ethane, 1,2-bis(2-dimethylamino)ethylmethylamino-",['manual_no_smiles'],1.0,,perrin,,AH,,,IUPAC_large,,,453f2622
perrin84,CCNCCNCC,"InChI=1S/C6H16N2/c1-3-7-5-6-8-4-2/h7-8H,3-6H2,1-2H3",pKaH1,11.06,0,"I=0.65, ""mixed"" constant",E3bg,Approximate,B23,,,"ethane, 1,2-bisethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,d4bc8b96
perrin85,c1coc(CNCCNCc2ccco2)c1,"InChI=1S/C12H16N2O2/c1-3-11(15-7-1)9-13-5-6-14-10-12-4-2-8-16-12/h1-4,7-8,13-14H,5-6,9-10H2",pKaH1,8.61,20,"C=0.01, I=0.1, ""mixed"" constants",E3ag,Approximate,H58,,,"ethane, 1,2-bisfurfurylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,ed2ef670
perrin86,NCC(=O)NCCNC(=O)CN,"InChI=1S/C6H14N4O2/c7-3-5(11)9-1-2-10-6(12)4-8/h1-4,7-8H2,(H,9,11)(H,10,12)",pKaH1,8.35,25,"C=0.02, I=1, ""mixed"" constants",E3bg,Approximate,C18,,,"ethane, 1,2-bisglycylamido-",['manual_no_smiles'],1.0,,perrin,,AH,,,IUPAC_large,,,1f120997
perrin87,CC(C)NCCNC(C)C,"InChI=1S/C8H20N2/c1-7(2)9-5-6-10-8(3)4/h7-10H,5-6H2,1-4H3",pKaH1,11.12,0,"I=0.65, ""mixed"" constants",E3bg,Approximate,B23,,,"ethane, 1,2-bisisopropylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,c3728665
perrin88,CNCCNC,"InChI=1S/C4H12N2/c1-5-3-4-6-2/h5-6H,3-4H2,1-2H3",pKaH1,10.16,25,"I=0.25, ""mixed"" constants",E3bg,Approximate,I11,,,"ethane, 1,2-bismethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,6be1d400
perrin89,CCCNCCNCCC,"InChI=1S/C8H20N2/c1-3-5-9-7-8-10-6-4-2/h9-10H,3-8H2,1-2H3",pKaH1,10.97,0,"I=0.65, ""mixed"" constants",E3bg,Approximate,B23,,,"ethane, 1,2-bispropylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,4b8bd5de
perrin90,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,"InChI=1S/C17H20BrNO/c1-19(2)12-13-20-17(14-6-4-3-5-7-14)15-8-10-16(18)11-9-15/h3-11,17H,12-13H2,1-2H3",pKaH1,8.64,25,"C between 0.002 and 0.01, as hydrochloride",E3bg,Uncertain,L54,,,"ethane, 1-(p-bromobenzhydryloxy)-2-dimethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,964079f7
perrin91,CCC(N)=O,"InChI=1S/C3H7NO/c1-2-3(4)5/h2H2,1H3,(H2,4,5)",pKaH1,-0.49,20,,O6,Approximate,K14,,,"ethane, carbamoyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,~20,,IUPAC_large,,,db726079
perrin92,ClCCN(CCCl)CCCl,InChI=1S/C6H12Cl3N/c7-1-4-10(5-2-8)6-3-9/h1-6H2,pKaH1,4.64,0,I=0.001,E3bg,Approximate,C42,,,"ethane, 1-chloro-2-(bis-2-chloroethyl)amino-","['chemaxon_name1', 'manual_only_one']",2.0,,perrin,,AH,,,IUPAC_large,,,a7c00aea
perrin93,CN(CCCl)CCCl,"InChI=1S/C5H11Cl2N/c1-8(4-2-6)5-3-7/h2-5H2,1H3",pKaH1,6.76,0,I=0.0025,E3bg,Approximate,C42,,,"ethane, 1-chloro-2-(N-chloroethylmethyl)amino-",['manual_no_smiles'],1.0,,perrin,,AH,,,IUPAC_large,,,1e901e09
perrin94,CCN(CC)CCCl,"InChI=1S/C6H14ClN/c1-3-8(4-2)6-5-7/h3-6H2,1-2H3",pKaH1,9.16,0,I=0.0025,E3bg,Approximate,C42,,,"ethane, 1-chloro-2-diethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,498dfc9b
perrin95,CCN(Cl)CC,"InChI=1S/C4H10ClN/c1-3-6(5)4-2/h3-4H2,1-2H3",pKaH1,1.02,25,"I=0.02 to 0.2, f_HB+ taken equal f for HN(CH3)3+",O5,Approximate,W13,,,"ethane, N-chloro-N-ethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,ce14f577
perrin96,OCCCNCCCl,"InChI=1S/C5H12ClNO/c6-2-4-7-3-1-5-8/h7-8H,1-5H2",pKaH1,7.81,0,I=0.0025,E3bg,Approximate,C42,,,"ethane, 1-chloro-2-(2-hydroxyethylmethyl)amino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,b2c16749
perrin97,N#CCCN(CCC#N)CCC#N,"InChI=1S/C9H12N4/c10-4-1-7-13(8-2-5-11)9-3-6-12/h1-3,7-9H2",pKaH1,1.1,25,,O6,Uncertain,S75,,,"ethane, 1-cyano-2-(bis-2-cyanoethyl)amino-","['chemaxon_name1', 'manual_only_one']",2.0,,perrin,,AH,,,IUPAC_large,,,58f2bf92
perrin98,N#CCCNCCC#N,"InChI=1S/C6H9N3/c7-3-1-5-9-6-2-4-8/h9H,1-2,5-6H2",pKaH1,5.26,25,C=0.01,E3bg,Approximate,S75,,,"ethane, 1-cyano-2-(2-cyanoethyl)amino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,6949528e
perrin99,CCN(CC)CCC#N,"InChI=1S/C7H14N2/c1-3-9(4-2)7-5-6-8/h3-5,7H2,1-2H3",pKaH1,7.6,29,I~0.03 to 0.05,E3bg,Uncertain,S60,,,"ethane, 1-cyano-2-diethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,303727a6
perrin100,CN(C)CCC#N,"InChI=1S/C5H10N2/c1-7(2)5-3-4-6/h3,5H2,1-2H3",pKaH1,7.0,29,I~0.03 to 0.05,E3bg,Uncertain,S60,,,"ethane, 1-cyano-2-dimethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,3201900a
perrin101,CCN(C#N)CC,"InChI=1S/C5H10N2/c1-3-7(4-2)5-6/h3-4H2,1-2H3",pKaH1,-2.0,25,,O6,Uncertain,S75,,,"ethane, N-cyano-N-ethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,54a615e5
perrin102,CC(C)NCCC#N,"InChI=1S/C6H12N2/c1-6(2)8-5-3-4-7/h6,8H,3,5H2,1-2H3",pKaH1,8.0,29,I~0.03 to 0.05,E3bg,Uncertain,S60,,,"ethane, 1-cyano-2-isopropylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,7c609e11
perrin103,CCN(CC)CC#N,"InChI=1S/C6H12N2/c1-3-8(4-2)6-5-7/h3-4,6H2,1-2H3",pKaH1,4.55,25,C=0.01,E3bg,Approximate,S75,,,"ethane, N-cyanomethyl-N-ethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,ac6963db
perrin104,NCCN,InChI=1S/C2H8N2/c3-1-2-4/h1-4H2,pKaH1,10.712,0,I=0.10 to 0.25 (pK1) 0.07 to 0.30 (pK2),E2b,Reliable,E36,Thermodynamic quantities are derived from the results," Other measurements: K9, R33, C8, N32, W9, W10, B71, S31, J10, B73, C49","ethane, 1,2-diamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,9c392da7
perrin105,NC(=NO)C(N)=NO,"InChI=1S/C2H6N4O2/c3-1(5-7)2(4)6-8/h7-8H,(H2,3,5)(H2,4,6)",pKaH1,2.98,25,"C=0.005, I~0.006",E3bg,Approximate,P8,,,"ethane, 1,2-diamino-1,2-bishydroxyimino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,c8c1681e
perrin106,CCN(CC)CC,"InChI=1S/C6H15N/c1-4-7(5-2)6-3/h4-6H2,1-3H3",pKaH1,11.48,0,"""Mixed"" constant",E3dg,Uncertain,P10,," Other measurements: A2, H16, A11, H23, R38","ethane, diethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,5ff70bd4
perrin107,CCOC(CN(CC)CC)N(CC)CC,"InChI=1S/C12H28N2O/c1-6-13(7-2)11-12(15-10-5)14(8-3)9-4/h12H,6-11H2,1-5H3",pKaH1,10.11,20,"C=0.0025, as hydrochloride",E3bg,Approximate,F3,,,"ethane, 1-diethylamino-2-diethylaminoethoxy-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,c4b42b49
perrin108,CCN(CC)CCOCCN(C)C,"InChI=1S/C10H24N2O/c1-5-12(6-2)8-10-13-9-7-11(3)4/h5-10H2,1-4H3",pKaH1,10.17,20,"C=0.0025, as hydrochloride",E3bg,Approximate,F3,,,"Ethane, 1-diethylamino-2-dimethylaminoethoxy-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,8b820cea
perrin109,CCN(CC)CCC(=O)C(c1ccccc1)c1ccccc1,"InChI=1S/C20H25NO/c1-3-21(4-2)16-15-19(22)20(17-11-7-5-8-12-17)18-13-9-6-10-14-18/h5-14,20H,3-4,15-16H2,1-2H3",pKaH1,9.55,20,"C=0.0025, as hydrochloride",E3bg,Uncertain,M14,,,"ethane, 1-diethylamino-2-diphenylmethylcarbonyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,a6e47983
perrin110,CCN(C)CCOCCN(CC)CC,"InChI=1S/C11H26N2O/c1-5-12(4)8-10-14-11-9-13(6-2)7-3/h5-11H2,1-4H3",pKaH1,10.12,20,"C=0.0025, as hydrochloride",E3bg,Approximate,F3,,,"ethane, 1-diethylamino-2-ethylmethylaminoethoxy-",['manual_inconsistent'],1.0,,perrin,,AH,,,IUPAC_large,,,752b7dc1
perrin111,CCN(CC)CCO,"InChI=1S/C6H15NO/c1-3-7(4-2)5-6-8/h8H,3-6H2,1-2H3",pKaH1,9.87,20,C=0.05,E3bh,Approximate,A61,,,"ethane, 1-diethylamino-2-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,e2724025
perrin112,CCN(C)C,"InChI=1S/C4H11N/c1-4-5(2)3/h4H2,1-3H3",pKaH1,10.16,20,,C,,H23,,,"ethane, dimethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,2174f5c5
perrin113,CN(C)CCOCCN(C)C,"InChI=1S/C8H20N2O/c1-9(2)5-7-11-8-6-10(3)4/h5-8H2,1-4H3",pKaH1,9.77,20,"C=0.0025, as hydrochloride",E3bg,Approximate,F3,,,"ethane, 1-dimethylamino-2-dimethylaminoethoxy-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,36839924
perrin114,CN(C)CCN(C)CCN(C)C,"InChI=1S/C9H23N3/c1-10(2)6-8-12(5)9-7-11(3)4/h6-9H2,1-5H3",pKaH1,9.4,22,"C=0.03, ""mixed"" constants","E3bg, R3b",Uncertain,R33,,,"ethane, 1-dimethylamino-2-(2-dimethylamino)ethylmethylamino-",['manual_no_smiles'],1.0,,perrin,,AH,,,IUPAC_large,,,1e72e853
perrin115,CN(C)CCC(=O)C(c1ccccc1)c1ccccc1,"InChI=1S/C18H21NO/c1-19(2)14-13-17(20)18(15-9-5-3-6-10-15)16-11-7-4-8-12-16/h3-12,18H,13-14H2,1-2H3",pKaH1,8.71,20,"C=0.0025, as hydrochloride",E3bg,Uncertain,M14,,,"ethane, 1-dimethylamino-2-diphenylmethylcarbonyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,6e5bdd50
perrin116,CCN(CC)CCOCN(C)C,"InChI=1S/C9H22N2O/c1-5-11(6-2)7-8-12-9-10(3)4/h5-9H2,1-4H3",pKaH1,9.62,20,"C=0.0025, as hydrochloride",E3bg,Approximate,F3,,,"ethane, 1-dimethylamino-2-ethylmethylaminoethoxy-",['manual_inconsistent'],1.0,,perrin,,AH,,,IUPAC_large,,,f29ab923
perrin117,CN(C)CCO,"InChI=1S/C4H11NO/c1-5(2)3-4-6/h6H,3-4H2,1-2H3",pKaH1,9.31,20,C=0.05,E3bh,Approximate,A61,,,"ethane, 1-dimethylamino-2-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,a690b3af
perrin118,CNCCOC(c1ccccc1)c1ccccc1,"InChI=1S/C16H19NO/c1-17-12-13-18-16(14-8-4-2-5-9-14)15-10-6-3-7-11-15/h2-11,16-17H,12-13H2,1H3",pKaH1,9.67,0,"I=0.6, ""mixed"" constant",E3bg,Approximate,A64,,,"ethane, 1-diphenylmethoxy-2-methylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,e9199044
perrin119,CCNCC,"InChI=1S/C4H11N/c1-3-5-4-2/h5H,3-4H2,1-2H3",pKaH1,11.09,20,(c) I=0.05 to 40,E2b,Reliable,E31,Thermodynamic quantities are derived from the results," Other measurements: C8, A11, H16, R38","ethane, ethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,be229c07
perrin120,CCN(C)CC,"InChI=1S/C5H13N/c1-4-6(3)5-2/h4-5H2,1-3H3",pKaH1,10.46,20,,C,,H23,,,"ethane, N-ethyl-N-methylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,9d7ee02f
perrin121,OCCNCC(O)O,"InChI=1S/C4H11NO3/c6-2-1-5-3-4(7)8/h4-8H,1-3H2",pKaH1,8.2906,0,"(m) I=0.004 to 0.1.
From ref and extrapolation to m=0",E1ch,Reliable,B73,Thermodynamic quantities are derived from the results, pK = 2.524 + 1563/T (T in K); t=10 to 50 deg. (ref: W12),"ethane, 1-hydroxy-2-(2,2'-bishydroxyethyl)amino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,1f62cde9
perrin122,OCCNCCO,"InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2",pKaH1,8.92,23,I=0.01,E3dh,Approximate,H16,, pK = 18.082 – 561.2/T-0.02427T  (T in K) t=5–55 deg. C,"ethane, 1-hydroxy-2-(2-hydroxyethyl)amino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,9fcf1dfd
perrin123,CN(CCO)CCO,"InChI=1S/C5H13NO2/c1-6(2-4-7)3-5-8/h7-8H,2-5H2,1H3",pKaH1,8.52,25,C=0.005 to 0.1,"E1ch, R4",Reliable,S20,,,"ethane, 1-hydroxy-2-(2-hydroxyethylmethyl)amino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,c31c7b64
perrin124,NCCOP(=O)(O)O,"InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)",pKaH1,1.0,20,(c),E3bg,,C37,Thermodynamic quantities are derived from the results,,2-Aminoethyl dihydrogen phosphate,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,,IUPAC_large,,,3dc02f4c
perrin125,NCCOS(=O)(=O)O,"InChI=1S/C2H7NO4S/c3-1-2-7-8(4,5)6/h1-3H2,(H,4,5,6)",pKa1,9.135,25,"I=0.014, fH+ taken=f+/-(HCl)",E3bg,Reliable,D6,,,2-Aminoethyl hydrogen sulphate,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,A,,,IUPAC_large,,,8f15d492
perrin126,NCCSCCO,"InChI=1S/C4H11NOS/c5-1-3-7-4-2-6/h6H,1-5H2",pKaH1,9.71,10,I=0.002,E3bg,Approximate,L59,Thermodynamic quantities are derived from the results,,"amino-2'-hydroxy-diethyl, sulphide-",['manual_no_smiles'],1.0,,perrin,,AH,,,IUPAC_large,,,9bc48cda
perrin127,NCCSSCCN,InChI=1S/C4H12N2S2/c5-1-3-7-8-4-2-6/h1-6H2,pKaH1,9.16,20,I=0.15,E3bg,Uncertain,H38,,,Bis(2-aminoethyl)disulphide,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,fc3ee43f
perrin128,CN(C)C(CSCC(N(C)C)N(C)C)N(C)C,"InChI=1S/C12H30N4S/c1-13(2)11(14(3)4)9-17-10-12(15(5)6)16(7)8/h11-12H,9-10H2,1-8H3",pKaH1,9.1,22,C=0.03,"E3bg, R3b",Uncertain,R33,,,Bisdimethylaminoethyl sulphide,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,6b621c69
perrin130,NCCSCCN,InChI=1S/C4H12N2S/c5-1-3-7-4-2-6/h1-6H2,pKaH1,10.65,0,"I=1, “mixed” constants",E3bg,Uncertain,G34,,,"2,2'-Diaminodiethyl sulphide",['manual_no_smiles'],1.0,,perrin,,AH,,,IUPAC_large,,,7014db9b
perrin131,C[N+]([O-])(CCCl)CCCl,"InChI=1S/C5H11Cl2NO/c1-8(9,4-2-6)5-3-7/h2-5H2,1H3",pKaH1,3.23,37,,,,A79,,,Methylbis(2-chloroethyl)amine N-oxide,"['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,087d916b
perrin133,CC[N+]([O-])(CC)CC,"InChI=1S/C6H15NO/c1-4-7(8,5-2)6-3/h4-6H2,1-3H3",pKaH1,5.13,20,,E,,N31,,,Triethylamine N-oxide,"['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,,IUPAC_large,,,53eda8df
perrin134,CC(=O)NCC(C)C,"InChI=1S/C6H13NO/c1-5(2)4-7-6(3)8/h5H,4H2,1-3H3,(H,7,8)",pKaH1,0.01,<25,,O6,Uncertain,G30,,,"propane, 1-acetamido-2-methyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,42cf43cc
perrin135,CC(=O)NC(C)(C)C,"InChI=1S/C6H13NO/c1-5(8)7-6(2,3)4/h1-4H3,(H,7,8)",pKaH1,0.32,<25,,O6,Uncertain,G30,,,"propane, 2-acetamido-2-methyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,e8c6cd95
perrin136,CC(=O)CCCN(C)C,"InChI=1S/C7H15NO/c1-7(9)5-4-6-8(2)3/h4-6H2,1-3H3",pKaH1,9.07,20,"C=0.0025, as hydrochloride",E3bg,Uncertain,M14,,,"propane, 1-acetyl-3-dimethylamino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,000730bb
perrin137,CC(=O)C(c1ccccc1)(c1ccccc1)C(C)CN(C)C,"InChI=1S/C20H25NO/c1-16(15-21(3)4)20(17(2)22,18-11-7-5-8-12-18)19-13-9-6-10-14-19/h5-14,16H,15H2,1-4H3",pKaH1,9.53,20,"C=0.0025, as hydrochloride",E3bg,Uncertain,M14,,,"propane, 1-acetyl-3-dimethylamino-2-methyl-1,1-diphenyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,c9c3fc35
perrin138,CCCN,"InChI=1S/C3H9N/c1-2-3-4/h2-4H2,1H3",pKaH1,10.708,20,(c) I=0.05 to 0.2,E2b,Reliable,E31,Thermodynamic quantities are derived from the results," Other measurements: D24, H16, M11, R38","propane, 1-amino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,23c016ee
perrin139,CC(C)N,"InChI=1S/C3H9N/c1-3(2)4/h3H,4H2,1-2H3",pKaH1,11.54,0,I not given,E3dg,Uncertain,P10,,,"propane, 2-amino-","['OPSIN_name1', 'chemaxon_name1', 'cirpy_name1', 'pubchem_name1', 'pubchem_nickname']",5.0,,perrin,,AH,,,IUPAC_large,,,61f28090
perrin140,NCCCNCCCN,"InChI=1S/C6H17N3/c7-3-1-5-9-6-2-4-8/h9H,1-8H2",pKaH1,11.7,0,"I=1.0, ""mixed"" constant","E3bg, R3f",Approximate,H25,,,"propane, 1-amino-3-(3-aminopropyl)amino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,0b850929
perrin141,NCCCCNCCCN,"InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2",pKaH1,10.1,22,C=0.03,E3bg,Uncertain,R33,,,"propane, 1-amino-3-(3-aminopropylmethyl)amino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,9cc34ac9
perrin142,NCCCBr,"InChI=1S/C3H8BrN/c4-2-1-3-5/h1-3,5H2",pKaH1,8.93,21,Neutral molecule cyclizes rapidly,Rapid E3ag,Uncertain,G19,,,"propane, 1-amino-3-bromo-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,323d789a
perrin143,CC(C)(N)C#N,"InChI=1S/C4H8N2/c1-4(2,6)3-5/h6H2,1-2H3",pKaH1,5.3,29,"C between 0.05 and 0.1, “mixed” constant",E3bg,Uncertain,S60,,,"propane, 2-amino-2-cyano-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,f1d4eee4
perrin144,NC(CO)(CO)CO,"InChI=1S/C4H11NO3/c5-4(1-6,2-7)3-8/h6-8H,1-3,5H2",pKaH1,8.221,20,"(m) I=0.005 to 0.2
From ref. and extrapolation to m=0",E3a,Reliable,B31,,,"propane, 2-amino-1,3-dihydroxy-2-hydroxymethyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,5a6c88fe
perrin145,CC(N)(CO)CO,"InChI=1S/C4H11NO2/c1-4(5,2-6)3-7/h6-7H,2-3,5H2,1H3",pKaH1,9.6116,0,(m) I=0.015 to 0.1,"E1ch, R4",Reliable,H46,Thermodynamic quantities are derived from the results,,"propane, 2-amino-1,3-dihydroxy-2-methyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,0471ec71
perrin146,CC(C)(C)CN,"InChI=1S/C5H13N/c1-5(2,3)4-6/h4,6H2,1-3H3",pKaH1,10.15,25,C~=0.03,E3ag,Approximate,S62,,,"propane, 1-amino-2,2-dimethyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,9f3d5154
perrin147,CN(C)N=C(N)C(F)(F)C(F)(F)F,"InChI=1S/C5H8F5N3/c1-13(2)12-3(11)4(6,7)5(8,9)10/h1-2H3,(H2,11,12)",pKb1,10.14,,No details,,Uncertain,B131,,,"propane, 1-amino-1-dimethylhydrazono-2,2,3,3,3-pentafluoro-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,B,,,IUPAC_large,,,73fe2028
perrin148,NCCCO,"InChI=1S/C3H9NO/c4-2-1-3-5/h5H,1-4H2",pKaH1,9.96,25,C=0.005 to 0.1,"E1ch, R4",Reliable,S20,,,"propane, 1-amino-3-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,07fc9f0a
perrin149,CC(N)CO,"InChI=1S/C3H9NO/c1-3(4)2-5/h3,5H,2,4H2,1H3",pKaH1,9.43,25,,E3bg,Approximate,G23,,,"propane, 2-amino-1-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,634bc217
perrin150,CC(C)(O)CN,"InChI=1S/C4H11NO/c1-4(2,6)3-5/h6H,3,5H2,1-2H3",pKaH1,9.25,25,"I=0.5, “mixed” constant",E3bg,Approximate,E2,,,"propane, 1-amino-2-hydroxy-2-methyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,perrin,,AH,,,IUPAC_large,,,532b069e
